nameWithOwner,url,stars,createdAt,updatedAt,age_days,since_update_days,primary_language,merged_prs,releases,open_issues,closed_issues,closed_issues_ratio
rclone/rclone,https://github.com/rclone/rclone,55826,2014-03-16T16:19:57Z,2026-03-03T14:03:01Z,4369,0,Go,2304,121,930,5033,0.8440382357873554
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55822,2018-03-30T09:13:51Z,2026-03-03T09:40:54Z,2895,0,JavaScript,257,40,8,248,0.96875
Textualize/rich,https://github.com/Textualize/rich,55660,2019-11-10T15:28:09Z,2026-03-03T12:02:20Z,2304,0,Python,860,175,216,1264,0.8540540540540541
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,55552,2014-12-24T01:45:03Z,2026-03-03T12:38:30Z,4087,0,,90,0,21,94,0.8173913043478261
golang-standards/project-layout,https://github.com/golang-standards/project-layout,55477,2017-09-09T16:33:26Z,2026-03-03T13:21:08Z,3096,0,Makefile,94,0,71,44,0.3826086956521739
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,55462,2014-04-12T16:38:42Z,2026-03-03T12:38:33Z,4342,0,,129,0,25,49,0.6621621621621622
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,55445,2024-01-14T18:05:21Z,2026-03-03T14:11:39Z,778,0,Python,355,4,776,1232,0.6135458167330677
opendatalab/MinerU,https://github.com/opendatalab/MinerU,55344,2024-02-29T08:52:34Z,2026-03-03T14:10:38Z,733,0,Python,1315,143,188,1903,0.9100908656145384
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,55314,2023-06-04T02:29:14Z,2026-03-03T14:05:49Z,1003,0,JavaScript,1292,25,277,2933,0.9137071651090343
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55209,2023-04-29T12:52:15Z,2026-03-03T14:00:10Z,1039,0,Python,351,21,31,470,0.93812375249501
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,55143,2020-04-11T09:21:31Z,2026-03-03T12:50:34Z,2152,0,Python,57,0,70,322,0.8214285714285714
microsoft/autogen,https://github.com/microsoft/autogen,55105,2023-08-18T11:43:45Z,2026-03-03T13:47:29Z,928,0,Python,2534,98,443,2494,0.8491658154579503
deepfakes/faceswap,https://github.com/deepfakes/faceswap,54997,2017-12-19T09:44:13Z,2026-03-03T10:09:16Z,2996,0,Python,363,5,2,896,0.9977728285077951
appwrite/appwrite,https://github.com/appwrite/appwrite,54980,2019-04-08T16:36:25Z,2026-03-03T12:10:45Z,2520,0,TypeScript,4435,120,546,3750,0.8729050279329609
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,54936,2025-03-06T14:08:14Z,2026-03-03T13:45:15Z,362,0,Python,115,3,353,388,0.5236167341430499
docling-project/docling,https://github.com/docling-project/docling,54677,2024-07-09T07:50:26Z,2026-03-03T13:50:16Z,602,0,Python,737,155,812,815,0.5009219422249539
starship/starship,https://github.com/starship/starship,54469,2019-04-02T03:23:12Z,2026-03-03T12:07:31Z,2527,0,Rust,3060,138,775,1853,0.7050989345509894
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54370,2022-12-07T09:43:02Z,2026-03-03T10:59:17Z,1182,0,Rust,123,34,885,368,0.2936951316839585
ElemeFE/element,https://github.com/ElemeFE/element,54207,2016-09-03T06:19:26Z,2026-03-03T07:01:03Z,3468,0,Vue,3231,145,2645,15249,0.8521850899742931
marktext/marktext,https://github.com/marktext/marktext,54120,2017-11-12T16:05:25Z,2026-03-03T13:08:34Z,3032,0,JavaScript,941,36,1345,1654,0.5515171723907969
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,54077,2022-12-28T00:51:12Z,2026-03-03T13:26:44Z,1161,0,Python,45,0,239,114,0.32294617563739375
maybe-finance/maybe,https://github.com/maybe-finance/maybe,54040,2024-01-01T22:23:46Z,2026-03-03T13:10:04Z,791,0,Ruby,1073,28,0,0,
go-gitea/gitea,https://github.com/go-gitea/gitea,54025,2016-11-01T02:13:26Z,2026-03-03T14:07:05Z,3409,0,Go,18508,224,2613,12814,0.8306216373889933
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,53857,2022-09-11T16:39:45Z,2026-03-03T14:09:28Z,1268,0,Python,4229,347,139,12341,0.9888621794871795
psf/requests,https://github.com/psf/requests,53833,2011-02-13T18:38:17Z,2026-03-03T13:13:56Z,5496,0,Python,1616,14,188,3939,0.9544463290525805
necolas/normalize.css,https://github.com/necolas/normalize.css,53756,2011-05-04T10:20:25Z,2026-03-03T13:59:44Z,5417,0,CSS,56,0,47,470,0.9090909090909091
laurent22/joplin,https://github.com/laurent22/joplin,53708,2017-01-16T21:49:41Z,2026-03-03T14:10:23Z,3332,0,TypeScript,5207,400,584,7164,0.9246257098606092
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,53546,2023-03-23T17:03:03Z,2026-03-03T13:26:28Z,1075,0,Jupyter Notebook,16,0,535,182,0.25383542538354253
wagoodman/dive,https://github.com/wagoodman/dive,53471,2018-05-13T15:44:01Z,2026-03-03T13:47:38Z,2850,0,Go,164,28,168,205,0.5495978552278821
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,53153,2019-02-24T19:09:45Z,2026-03-03T12:48:05Z,2563,0,Shell,168,33,115,2488,0.9558202074529389
vuejs/core,https://github.com/vuejs/core,53120,2018-06-12T13:49:36Z,2026-03-03T12:18:24Z,2821,0,TypeScript,3625,268,652,5302,0.8904937856902922
ngosang/trackerslist,https://github.com/ngosang/trackerslist,53088,2016-04-24T11:57:57Z,2026-03-03T13:37:40Z,3600,0,,1,0,7,501,0.9862204724409449
unslothai/unsloth,https://github.com/unslothai/unsloth,53038,2023-11-29T16:50:09Z,2026-03-03T14:09:49Z,824,0,Python,768,23,858,2105,0.7104286196422545
google/material-design-icons,https://github.com/google/material-design-icons,52933,2014-10-08T18:01:28Z,2026-03-03T13:28:43Z,4163,0,,50,16,386,1177,0.7530390275111964
mozilla/pdf.js,https://github.com/mozilla/pdf.js,52913,2011-04-26T06:32:03Z,2026-03-03T14:10:36Z,5425,0,JavaScript,8446,83,428,9989,0.9589133147739273
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,52810,2016-09-20T14:35:09Z,2026-03-03T14:07:39Z,3450,0,,94552,0,39,1326,0.9714285714285714
WerWolv/ImHex,https://github.com/WerWolv/ImHex,52756,2020-11-10T14:27:00Z,2026-03-03T12:46:38Z,1938,0,C++,725,82,303,1252,0.805144694533762
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,52611,2024-11-28T10:42:52Z,2026-03-03T14:00:05Z,460,0,Jupyter Notebook,317,0,0,86,1.0
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,52434,2025-05-14T08:43:59Z,2026-03-03T14:10:40Z,293,0,Python,34,1,17,80,0.8247422680412371
JetBrains/kotlin,https://github.com/JetBrains/kotlin,52400,2012-02-13T17:29:58Z,2026-03-03T13:59:18Z,5131,0,Kotlin,2132,284,0,0,
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52382,2013-08-20T23:06:02Z,2026-03-03T07:03:52Z,4577,0,TypeScript,6511,929,598,21541,0.9729888432178508
cloudcommunity/Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,52232,2020-07-31T10:26:19Z,2026-03-03T13:40:05Z,2041,0,,115,0,45,19,0.296875
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52223,2020-06-04T11:01:37Z,2026-03-03T07:53:08Z,2098,0,Shell,109,0,394,287,0.42143906020558003
TryGhost/Ghost,https://github.com/TryGhost/Ghost,51952,2013-05-04T11:09:13Z,2026-03-03T12:35:31Z,4686,0,JavaScript,15643,952,65,7153,0.9909947353837628
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,51719,2016-01-13T23:41:35Z,2026-03-03T12:52:58Z,3701,0,C#,8063,193,1185,12133,0.9110226760774891
typst/typst,https://github.com/typst/typst,51715,2019-09-24T21:41:56Z,2026-03-03T13:45:00Z,2351,0,Rust,2231,27,1096,2956,0.7295162882527148
prettier/prettier,https://github.com/prettier/prettier,51688,2016-11-29T17:13:37Z,2026-03-03T10:46:39Z,3380,0,JavaScript,9652,134,1198,5980,0.8331011423794928
2dust/v2rayNG,https://github.com/2dust/v2rayNG,51605,2019-05-15T02:15:31Z,2026-03-03T14:02:46Z,2484,0,Kotlin,541,282,4,3683,0.9989151071331706
etcd-io/etcd,https://github.com/etcd-io/etcd,51572,2013-07-06T21:57:21Z,2026-03-03T14:05:03Z,4622,0,Go,10205,272,115,7005,0.9838483146067416
xai-org/grok-1,https://github.com/xai-org/grok-1,51529,2024-03-17T08:53:38Z,2026-03-03T05:32:59Z,716,0,Python,5,0,0,0,
google/guava,https://github.com/google/guava,51473,2014-05-29T16:23:17Z,2026-03-03T12:40:38Z,4295,0,Java,1189,57,618,3029,0.8305456539621607
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,51438,2014-07-10T16:03:45Z,2026-03-03T11:30:33Z,4253,0,Swift,2240,0,2,490,0.9959349593495935
jekyll/jekyll,https://github.com/jekyll/jekyll,51423,2008-10-20T06:29:03Z,2026-03-03T11:29:24Z,6343,0,Ruby,3197,112,127,4798,0.9742131979695432
termux/termux-app,https://github.com/termux/termux-app,51423,2015-10-23T09:42:46Z,2026-03-03T14:00:03Z,3784,0,Java,177,95,433,2591,0.8568121693121693
coollabsio/coolify,https://github.com/coollabsio/coolify,51299,2021-01-25T20:54:01Z,2026-03-03T13:52:43Z,1862,0,PHP,2299,665,576,2882,0.8334297281665702
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51141,2013-04-08T23:32:04Z,2026-03-03T00:06:10Z,4711,0,JavaScript,356,154,966,5269,0.8450681635926223
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,51011,2016-09-02T03:32:25Z,2026-03-03T13:44:26Z,3469,0,JavaScript,137,1,121,92,0.431924882629108
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,51001,2012-10-05T16:39:45Z,2026-03-03T14:10:00Z,4896,0,TypeScript,52942,1,566,7543,0.9302010112220989
agalwood/Motrix,https://github.com/agalwood/Motrix,50954,2018-12-18T11:45:05Z,2026-03-03T12:22:41Z,2632,0,JavaScript,192,21,757,597,0.44091580502215655
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,50889,2013-12-26T13:05:46Z,2026-03-03T14:08:07Z,4450,0,Go,8766,228,189,8445,0.9781097984711605
justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,50567,2016-09-22T20:04:48Z,2026-03-03T11:02:25Z,3448,0,,278,0,0,0,
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,50479,2017-03-15T05:09:01Z,2026-03-03T13:30:37Z,3275,0,JavaScript,1309,0,0,0,
charlax/professional-programming,https://github.com/charlax/professional-programming,50403,2015-11-07T05:07:52Z,2026-03-02T22:57:28Z,3769,0,Python,43,0,0,32,1.0
dockur/windows,https://github.com/dockur/windows,50189,2024-01-14T13:09:40Z,2026-03-03T14:05:23Z,779,0,Shell,518,119,100,880,0.8979591836734694
jgthms/bulma,https://github.com/jgthms/bulma,50055,2016-01-23T23:48:34Z,2026-03-02T22:47:21Z,3691,0,CSS,646,22,340,2403,0.8760481224936201
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,49953,2019-05-18T08:53:50Z,2026-03-03T13:23:24Z,2481,0,Go,191,45,193,203,0.5126262626262627
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,49808,2024-03-11T02:57:34Z,2026-03-03T13:51:08Z,722,0,Python,145,9,216,400,0.6493506493506493
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,49751,2018-07-05T09:11:43Z,2026-03-03T13:44:28Z,2798,0,,6,0,0,0,
mastodon/mastodon,https://github.com/mastodon/mastodon,49713,2016-02-22T15:01:25Z,2026-03-03T13:02:52Z,3661,0,Ruby,19128,327,4191,8541,0.6708294062205467
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,49650,2023-03-31T12:23:09Z,2026-03-03T14:10:50Z,1068,0,TypeScript,1563,80,642,1862,0.7436102236421726
cypress-io/cypress,https://github.com/cypress-io/cypress,49589,2015-03-04T00:46:28Z,2026-03-03T02:23:35Z,4017,0,TypeScript,8068,387,1215,14103,0.9206815511163338
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49425,2015-11-21T19:05:09Z,2026-03-02T18:17:58Z,3754,0,JavaScript,63,0,36,68,0.6538461538461539
odoo/odoo,https://github.com/odoo/odoo,49272,2014-05-13T15:38:58Z,2026-03-03T14:11:30Z,4311,0,Python,6182,0,3555,15253,0.8109846873670778
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,49100,2019-08-14T14:31:08Z,2026-03-03T12:23:48Z,2392,0,TypeScript,88,111,1077,1273,0.5417021276595745
AlistGo/alist,https://github.com/AlistGo/alist,49098,2020-12-23T17:40:29Z,2026-03-03T13:02:58Z,1895,0,Go,899,143,546,3886,0.8768050541516246
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,49074,2015-01-26T23:32:34Z,2026-03-03T14:11:48Z,4053,0,,1541,37,0,332,1.0
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,49016,2018-12-09T06:36:45Z,2026-03-03T13:13:21Z,2641,0,C#,5173,102,630,7556,0.9230393354507697
nlohmann/json,https://github.com/nlohmann/json,49004,2013-07-04T08:47:49Z,2026-03-03T14:03:46Z,4625,0,C++,1000,45,38,2328,0.9839391377852916
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,48903,2015-10-21T08:26:28Z,2026-03-03T13:58:57Z,3786,0,Java,6721,243,3163,16842,0.8418895276180954
huginn/huginn,https://github.com/huginn/huginn,48796,2013-03-10T06:00:31Z,2026-03-03T13:17:48Z,4741,0,Ruby,1056,1,603,1576,0.7232675539238183
TanStack/query,https://github.com/TanStack/query,48683,2019-09-10T19:23:58Z,2026-03-03T10:27:33Z,2365,0,TypeScript,3199,1000,69,2203,0.9696302816901409
iamkun/dayjs,https://github.com/iamkun/dayjs,48574,2018-04-10T09:26:44Z,2026-03-03T13:59:28Z,2884,0,JavaScript,715,125,958,867,0.47506849315068495
mem0ai/mem0,https://github.com/mem0ai/mem0,48537,2023-06-20T08:58:36Z,2026-03-03T14:00:56Z,987,0,Python,1818,272,454,938,0.6738505747126436
JuliaLang/julia,https://github.com/JuliaLang/julia,48498,2011-04-21T07:01:50Z,2026-03-03T14:09:53Z,5430,0,Julia,26867,195,3844,21987,0.8511865587859548
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48487,2013-01-08T20:11:48Z,2026-03-03T10:21:48Z,4801,0,Java,3377,243,14,3167,0.995598868280415
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,48473,2022-04-28T02:25:19Z,2026-03-03T13:17:16Z,1405,0,PowerShell,1058,33,8,2131,0.9962599345488546
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48373,2016-05-15T00:27:45Z,2026-03-03T13:04:53Z,3579,0,JavaScript,183,0,47,76,0.6178861788617886
moment/moment,https://github.com/moment/moment,48056,2011-03-01T02:46:06Z,2026-03-03T09:16:42Z,5481,0,JavaScript,714,0,250,3915,0.9399759903961584
pandas-dev/pandas,https://github.com/pandas-dev/pandas,48025,2010-08-24T01:37:33Z,2026-03-03T13:31:05Z,5670,0,Python,27953,118,3437,24712,0.8778997477707912
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,47843,2025-04-28T11:42:16Z,2026-03-03T14:11:11Z,309,0,Python,1,0,30,361,0.9232736572890026
hashicorp/terraform,https://github.com/hashicorp/terraform,47836,2014-03-13T22:25:48Z,2026-03-03T12:52:01Z,4372,0,Go,13198,402,1771,19842,0.918058575857123
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,47817,2015-04-11T20:48:23Z,2026-03-03T13:14:20Z,3978,0,C++,774,4,576,2110,0.7855547282204021
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,47798,2023-08-09T18:43:40Z,2026-03-03T12:29:34Z,936,0,Python,448,21,222,1419,0.8647166361974405
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,47746,2020-07-23T14:33:11Z,2026-03-03T14:08:55Z,2048,0,TypeScript,600,0,33047,3998,0.10792279659873127
expo/expo,https://github.com/expo/expo,47673,2016-08-15T17:14:25Z,2026-03-03T14:07:23Z,3486,0,TypeScript,20573,0,331,17777,0.9817207863927546
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,47665,2017-11-03T02:35:33Z,2026-03-03T13:34:07Z,3042,0,,614,0,7,210,0.967741935483871
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,47626,2016-07-07T14:15:27Z,2026-03-03T13:15:55Z,3525,0,,73,0,22,416,0.9497716894977168
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47608,2015-08-08T20:57:20Z,2026-03-02T12:13:52Z,3859,1,Python,89,0,69,32,0.31683168316831684
kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,47602,2017-02-16T21:24:39Z,2026-03-03T12:17:33Z,3301,0,,50,0,5,47,0.9038461538461539
gogs/gogs,https://github.com/gogs/gogs,47543,2014-02-12T01:57:08Z,2026-03-03T13:52:14Z,4402,0,Go,1868,96,922,4254,0.8218701700154559
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,47540,2020-04-13T16:17:51Z,2026-03-03T13:51:47Z,2149,0,JavaScript,1049,27,609,1059,0.6348920863309353
upstash/context7,https://github.com/upstash/context7,47531,2025-03-26T23:40:39Z,2026-03-03T14:12:13Z,341,0,TypeScript,256,48,136,1512,0.9174757281553398
skylot/jadx,https://github.com/skylot/jadx,47486,2013-03-18T17:08:21Z,2026-03-03T13:52:32Z,4732,0,Java,617,34,416,1634,0.7970731707317074
karan/Projects,https://github.com/karan/Projects,47448,2013-07-04T13:37:27Z,2026-03-03T08:06:49Z,4625,0,,19,0,55,37,0.40217391304347827
run-llama/llama_index,https://github.com/run-llama/llama_index,47336,2022-11-02T04:24:54Z,2026-03-03T12:09:37Z,1217,0,Python,7628,425,222,6705,0.9679514941533132
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,47318,2017-05-17T23:48:53Z,2026-03-03T13:05:07Z,3211,0,Python,6320,110,30,5526,0.9946004319654428
akullpp/awesome-java,https://github.com/akullpp/awesome-java,47189,2014-07-09T10:12:43Z,2026-03-03T11:30:35Z,4255,0,,733,0,2,136,0.9855072463768116
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,47180,2022-09-25T18:26:37Z,2026-03-03T14:11:54Z,1254,0,C++,931,31,996,873,0.46709470304975925
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,46979,2018-06-02T04:08:16Z,2026-03-03T11:52:26Z,2831,0,JavaScript,375,0,0,224,1.0
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,46970,2017-09-21T11:08:23Z,2026-03-03T12:37:14Z,3085,0,,409,0,2,239,0.991701244813278
serverless/serverless,https://github.com/serverless/serverless,46947,2015-04-21T03:48:40Z,2026-03-03T06:26:55Z,3969,0,JavaScript,4849,480,1117,5481,0.8307062746286753
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,46946,2016-06-24T15:19:33Z,2026-03-03T13:17:59Z,3538,0,,343,0,10,45,0.8181818181818182
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46926,2015-09-04T11:42:53Z,2026-03-03T13:40:31Z,3833,0,Go,203,247,3,2593,0.99884437596302
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,46918,2016-08-10T14:24:36Z,2026-03-03T12:44:32Z,3491,0,Jupyter Notebook,28,0,129,79,0.3798076923076923
square/okhttp,https://github.com/square/okhttp,46907,2012-07-23T13:42:55Z,2026-03-03T05:46:11Z,4971,0,Kotlin,3963,0,66,4180,0.9844559585492227
slab/quill,https://github.com/slab/quill,46900,2012-07-30T23:23:18Z,2026-03-03T03:39:08Z,4963,0,TypeScript,382,95,552,3269,0.8555352002093692
Homebrew/brew,https://github.com/Homebrew/brew,46812,2016-03-06T05:08:38Z,2026-03-03T12:54:29Z,3649,0,Ruby,13788,473,9,4986,0.9981981981981982
pixijs/pixijs,https://github.com/pixijs/pixijs,46675,2013-01-21T22:40:50Z,2026-03-03T10:31:48Z,4788,0,TypeScript,3800,303,272,5798,0.9551894563426688
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,46557,2018-11-05T03:44:27Z,2026-03-03T14:03:23Z,2675,0,Jupyter Notebook,147,0,18,59,0.7662337662337663
discourse/discourse,https://github.com/discourse/discourse,46482,2013-01-12T00:25:55Z,2026-03-03T14:09:09Z,4798,0,Ruby,33303,0,0,0,
tw93/Pake,https://github.com/tw93/Pake,46326,2022-10-14T09:32:57Z,2026-03-03T13:53:53Z,1236,0,Rust,110,41,0,473,1.0
metabase/metabase,https://github.com/metabase/metabase,46286,2015-02-02T19:25:47Z,2026-03-03T14:03:54Z,4046,0,Clojure,39361,732,3641,20710,0.8504784197774219
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,46277,2025-06-22T08:02:17Z,2026-03-03T13:52:08Z,254,0,TypeScript,187,2,163,85,0.34274193548387094
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,46251,2018-06-04T17:47:48Z,2026-03-03T13:30:18Z,2828,0,,30,0,10,5,0.3333333333333333
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46164,2017-07-22T12:21:03Z,2026-03-03T07:12:28Z,3146,0,,132,0,51,36,0.41379310344827586
makeplane/plane,https://github.com/makeplane/plane,46154,2022-11-19T12:55:01Z,2026-03-03T14:07:22Z,1200,0,TypeScript,6266,53,594,961,0.6180064308681672
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,46147,2016-06-02T08:28:18Z,2026-03-03T14:11:48Z,3561,0,C++,58857,745,4568,22820,0.833211625529429
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46137,2019-12-23T14:07:40Z,2026-03-03T02:31:02Z,2262,0,JavaScript,100,0,118,60,0.33707865168539325
oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,46124,2022-12-21T04:17:37Z,2026-03-03T13:39:48Z,1168,0,Python,1226,92,2641,1455,0.355224609375
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,46120,2013-06-22T13:23:55Z,2026-03-03T13:18:34Z,4637,0,,129,1,26,82,0.7592592592592593
astral-sh/ruff,https://github.com/astral-sh/ruff,46072,2022-08-09T17:17:44Z,2026-03-03T14:01:15Z,1301,0,Rust,13563,401,1640,6148,0.7894196199280945
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,46020,2024-11-29T16:30:01Z,2026-03-03T13:19:11Z,458,0,Python,40,0,27,203,0.8826086956521739
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,45843,2015-12-26T12:56:33Z,2026-03-03T10:42:34Z,3720,0,Shell,1510,46,1123,2387,0.68005698005698
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,45787,2021-03-03T16:27:36Z,2026-03-03T14:09:22Z,1825,0,Jupyter Notebook,289,0,1,148,0.9932885906040269
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,45654,2016-06-07T16:56:31Z,2026-03-03T14:00:15Z,3555,0,JavaScript,558,187,736,3228,0.8143289606458123
tldraw/tldraw,https://github.com/tldraw/tldraw,45612,2021-05-09T11:48:37Z,2026-03-03T13:39:46Z,1759,0,TypeScript,4412,101,271,1873,0.8736007462686567
android/architecture-samples,https://github.com/android/architecture-samples,45588,2016-02-05T13:42:07Z,2026-03-03T04:45:00Z,3679,0,Kotlin,232,0,142,349,0.7107942973523421
prisma/prisma,https://github.com/prisma/prisma,45439,2019-06-20T13:33:47Z,2026-03-03T13:51:51Z,2448,0,TypeScript,6742,242,2385,9434,0.7982062780269058
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,45434,2017-11-09T02:47:15Z,2026-03-03T10:31:29Z,3036,0,JavaScript,171,0,39,59,0.6020408163265306
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,45416,2018-12-30T13:56:58Z,2026-03-03T09:20:25Z,2620,0,,3,0,528,181,0.2552891396332863
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,45320,2018-11-26T10:40:00Z,2026-03-03T12:25:28Z,2654,0,Java,125,68,44,8111,0.9946045370938075
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45313,2013-12-25T02:52:40Z,2026-03-03T08:38:17Z,4451,0,CSS,1565,77,137,2769,0.952856159669649
jestjs/jest,https://github.com/jestjs/jest,45309,2013-12-10T00:18:04Z,2026-03-03T01:15:02Z,4466,0,TypeScript,5773,213,207,7971,0.9746881878209831
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,45288,2022-03-29T17:38:26Z,2026-03-03T14:10:45Z,1434,0,Zig,3577,1,132,1880,0.9343936381709742
google/zx,https://github.com/google/zx,45228,2021-05-05T05:50:01Z,2026-03-03T13:31:21Z,1763,0,JavaScript,603,100,19,492,0.9628180039138943
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,45182,2014-09-20T16:37:28Z,2026-03-03T13:41:41Z,4181,0,Go,107,23,78,873,0.917981072555205
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,45033,2023-10-27T03:26:59Z,2026-03-03T13:39:33Z,858,0,Python,1380,140,71,1686,0.9595902105862265
bevyengine/bevy,https://github.com/bevyengine/bevy,44850,2020-01-18T21:13:55Z,2026-03-03T13:40:29Z,2235,0,Rust,7463,53,2655,5348,0.6682494064725728
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,44812,2015-08-19T20:22:52Z,2026-03-03T14:06:39Z,3848,0,CSS,824,4,244,985,0.8014646053702197
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,44793,2015-05-19T07:36:09Z,2026-03-03T13:58:21Z,3941,0,TypeScript,15658,1000,2304,14490,0.8628081457663451
meteor/meteor,https://github.com/meteor/meteor,44784,2012-01-19T01:58:17Z,2026-03-02T23:54:47Z,5157,0,JavaScript,2659,0,236,9020,0.9745030250648228
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,44758,2023-06-09T12:14:34Z,2026-03-03T13:28:47Z,998,0,Python,131,0,131,435,0.7685512367491166
KRTirtho/spotube,https://github.com/KRTirtho/spotube,44709,2021-02-14T03:17:58Z,2026-03-03T13:51:49Z,1843,0,Dart,257,43,717,1304,0.6452251360712519
coqui-ai/TTS,https://github.com/coqui-ai/TTS,44694,2020-05-20T15:45:28Z,2026-03-03T13:57:41Z,2112,0,Python,467,98,4,1225,0.9967453213995118
vercel/hyper,https://github.com/vercel/hyper,44690,2016-07-01T06:01:21Z,2026-03-03T12:35:30Z,3532,0,TypeScript,3291,88,947,2874,0.7521591206490448
slidevjs/slidev,https://github.com/slidevjs/slidev,44603,2021-04-24T01:25:23Z,2026-03-03T13:55:41Z,1774,0,TypeScript,804,419,156,1139,0.8795366795366796
