nameWithOwner,url,stars,createdAt,updatedAt,age_days,since_update_days,primary_language,merged_prs,releases,open_issues,closed_issues,closed_issues_ratio
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,37736,2017-07-14T15:42:12Z,2026-03-03T13:15:17Z,3153,0,JavaScript,125,25,22,96,0.8135593220338984
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,37643,2011-08-30T06:13:20Z,2026-03-03T10:49:17Z,5299,0,Ruby,11658,0,473,5951,0.9263698630136986
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,37639,2016-09-30T03:13:43Z,2026-03-03T13:10:19Z,3441,0,CSS,55,0,142,445,0.75809199318569
httpie/cli,https://github.com/httpie/cli,37624,2012-02-25T12:39:13Z,2026-03-03T10:44:01Z,5120,0,Python,406,47,187,723,0.7945054945054945
pola-rs/polars,https://github.com/pola-rs/polars,37599,2020-05-13T19:45:33Z,2026-03-03T11:57:09Z,2119,0,Rust,12702,248,2510,9906,0.7978414948453608
BerriAI/litellm,https://github.com/BerriAI/litellm,37585,2023-07-27T00:09:52Z,2026-03-03T14:12:46Z,950,-1,Python,9582,1000,819,8398,0.9111424541607899
huihut/interview,https://github.com/huihut/interview,37547,2018-02-09T09:49:48Z,2026-03-03T12:08:17Z,2944,0,C++,36,0,1,65,0.9848484848484849
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,37542,2021-03-30T08:51:34Z,2026-03-03T13:19:56Z,1799,0,JavaScript,7714,449,613,4536,0.8809477568459895
RSSNext/Folo,https://github.com/RSSNext/Folo,37469,2024-04-08T03:23:35Z,2026-03-03T13:59:55Z,694,0,TypeScript,1432,93,380,2184,0.8517940717628705
vlang/v,https://github.com/vlang/v,37448,2019-02-08T02:57:06Z,2026-03-03T11:11:54Z,2580,0,V,13070,302,1115,9152,0.8913996298821467
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,37446,2022-12-13T05:24:17Z,2026-03-03T02:34:53Z,1176,0,Python,1616,127,227,1419,0.862089914945322
outline/outline,https://github.com/outline/outline,37418,2016-05-22T21:31:47Z,2026-03-03T13:06:55Z,3571,0,TypeScript,4148,157,38,3868,0.9902713773681515
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,37389,2021-03-19T06:18:20Z,2026-03-03T12:24:49Z,1810,0,Python,14,8,374,135,0.26522593320235754
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,37388,2015-09-03T23:39:26Z,2026-03-03T14:05:27Z,3833,0,Java,1795,140,1325,8774,0.8687988909793048
google-research/google-research,https://github.com/google-research/google-research,37384,2018-10-04T18:42:48Z,2026-03-03T13:29:00Z,2706,0,Jupyter Notebook,29,0,1092,348,0.24166666666666667
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,37377,2023-03-31T12:12:45Z,2026-03-03T09:34:18Z,1068,0,Python,621,31,7,4230,0.9983478876563606
eugenp/tutorials,https://github.com/eugenp/tutorials,37351,2013-04-29T18:26:36Z,2026-03-03T09:18:47Z,4690,0,Java,13716,0,17,773,0.9784810126582278
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,37338,2020-04-05T11:50:24Z,2026-03-03T12:57:40Z,2158,0,Vue,493,10,452,218,0.3253731343283582
NervJS/taro,https://github.com/NervJS/taro,37325,2018-04-08T09:32:26Z,2026-03-03T10:25:03Z,2886,0,TypeScript,3462,207,1618,11492,0.8765827612509535
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,37206,2015-06-13T18:25:17Z,2026-03-03T12:42:53Z,3915,0,Ruby,681,0,22,75,0.7731958762886598
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,37201,2016-12-07T11:46:51Z,2026-03-03T05:05:34Z,3373,0,TeX,16,7,64,139,0.6847290640394089
llvm/llvm-project,https://github.com/llvm/llvm-project,37200,2016-12-07T09:39:33Z,2026-03-03T14:08:25Z,3373,0,LLVM,75006,149,28060,64381,0.6964550361852425
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,37194,2019-06-10T06:54:19Z,2026-03-03T13:52:13Z,2458,0,Python,35,0,33,19,0.36538461538461536
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,37187,2021-09-27T05:09:04Z,2026-03-03T12:32:22Z,1618,0,Rust,1957,28,12,518,0.9773584905660377
vnpy/vnpy,https://github.com/vnpy/vnpy,37178,2015-03-02T03:36:58Z,2026-03-03T14:06:25Z,4019,0,Python,1063,66,11,2151,0.9949121184088807
alibaba/arthas,https://github.com/alibaba/arthas,37118,2018-08-29T17:15:57Z,2026-03-03T12:45:53Z,2742,0,Java,582,66,378,1752,0.8225352112676056
docker/compose,https://github.com/docker/compose,37095,2013-12-09T11:40:58Z,2026-03-03T07:34:09Z,4467,0,Go,3752,275,45,8232,0.9945632475534614
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,37077,2022-02-12T21:56:52Z,2026-03-03T13:16:54Z,1479,0,Python,2981,142,2,2359,0.9991529013130029
openai/gym,https://github.com/openai/gym,37068,2016-04-27T14:59:16Z,2026-03-03T08:37:46Z,3596,0,Python,999,19,113,1727,0.9385869565217392
ManimCommunity/manim,https://github.com/ManimCommunity/manim,37018,2020-05-19T02:37:13Z,2026-03-03T13:25:07Z,2114,0,Python,2039,33,375,1362,0.7841105354058722
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,36996,2019-07-21T15:12:52Z,2026-03-03T13:56:23Z,2416,0,C#,12,21,48,945,0.9516616314199395
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,36914,2017-08-28T20:22:19Z,2026-03-03T08:54:25Z,3108,0,Python,113,2,66,158,0.7053571428571429
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,36895,2019-11-12T04:26:18Z,2026-03-03T13:31:25Z,2303,0,,2,0,6,60,0.9090909090909091
babysor/MockingBird,https://github.com/babysor/MockingBird,36874,2021-08-07T03:53:39Z,2026-03-03T09:27:05Z,1669,0,Python,82,1,477,415,0.46524663677130046
inkonchain/docs,https://github.com/inkonchain/docs,36832,2024-05-07T16:49:36Z,2026-03-03T05:16:18Z,664,0,MDX,406,0,24,13,0.35135135135135137
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,36813,2023-07-16T17:09:20Z,2026-03-03T13:43:03Z,960,0,JavaScript,349,0,123,214,0.6350148367952523
inkonchain/node,https://github.com/inkonchain/node,36782,2024-05-13T23:20:40Z,2026-03-03T05:16:21Z,658,0,Shell,36,6,13,13,0.5
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,36763,2019-04-05T03:31:23Z,2026-03-03T11:53:09Z,2524,0,HTML,175,0,2,32,0.9411764705882353
exelban/stats,https://github.com/exelban/stats,36751,2019-05-29T19:24:56Z,2026-03-03T13:40:05Z,2469,0,Swift,433,321,24,2426,0.990204081632653
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,36738,2012-06-26T09:52:15Z,2026-03-03T14:11:08Z,4998,0,Python,180,11,39,5353,0.99276706231454
portainer/portainer,https://github.com/portainer/portainer,36732,2016-05-19T20:15:28Z,2026-03-03T13:01:48Z,3574,0,TypeScript,4784,176,684,5342,0.886491868569532
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,36688,2024-11-04T16:32:17Z,2026-03-03T05:16:19Z,483,0,TypeScript,91,0,2,3,0.6
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36679,2012-12-16T13:40:29Z,2026-03-03T12:46:52Z,4825,0,Kotlin,258,186,54,2459,0.9785117389574214
roboflow/supervision,https://github.com/roboflow/supervision,36623,2022-11-28T14:08:44Z,2026-03-03T11:31:01Z,1191,0,Python,1120,35,86,431,0.8336557059961315
markedjs/marked,https://github.com/markedjs/marked,36619,2011-07-24T13:15:51Z,2026-03-03T12:02:40Z,5336,0,TypeScript,1641,165,9,1643,0.9945520581113801
open-guides/og-aws,https://github.com/open-guides/og-aws,36597,2016-07-13T17:30:16Z,2026-03-03T10:10:24Z,3519,0,Shell,498,0,140,88,0.38596491228070173
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,36567,2014-07-07T01:57:42Z,2026-03-03T09:51:36Z,4257,0,,307,0,40,23,0.36507936507936506
date-fns/date-fns,https://github.com/date-fns/date-fns,36495,2014-10-06T10:24:22Z,2026-03-03T06:46:00Z,4166,0,TypeScript,1068,122,656,1382,0.6781157998037292
code-yeongyu/oh-my-opencode,https://github.com/code-yeongyu/oh-my-opencode,36491,2025-12-03T01:40:05Z,2026-03-03T14:12:19Z,90,0,TypeScript,631,147,193,964,0.8331892826274849
gkd-kit/gkd,https://github.com/gkd-kit/gkd,36476,2023-07-04T03:59:15Z,2026-03-03T13:57:56Z,973,0,Kotlin,8,64,10,725,0.9863945578231292
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,36465,2025-11-30T11:36:31Z,2026-03-03T14:13:43Z,93,-1,Python,60,14,41,26,0.3880597014925373
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,36426,2019-02-02T05:51:12Z,2026-03-03T13:00:01Z,2586,0,Python,522,75,48,978,0.9532163742690059
duckdb/duckdb,https://github.com/duckdb/duckdb,36422,2018-06-26T15:04:45Z,2026-03-03T13:26:45Z,2806,0,C++,9586,56,536,6045,0.9185534113356633
karpathy/LLM101n,https://github.com/karpathy/LLM101n,36402,2024-05-27T00:23:38Z,2026-03-03T08:06:09Z,645,0,,0,0,0,0,
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,36380,2017-11-04T10:04:08Z,2026-03-03T13:47:09Z,3041,0,HTML,14,0,54,15,0.21739130434782608
typeorm/typeorm,https://github.com/typeorm/typeorm,36358,2016-02-29T07:41:14Z,2026-03-02T18:56:44Z,3655,0,TypeScript,2372,40,414,8127,0.9515279241306639
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,36329,2023-04-23T12:42:08Z,2026-03-03T13:49:22Z,1045,0,Python,1,0,53,365,0.8732057416267942
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,36319,2024-08-06T06:54:54Z,2026-03-03T14:12:37Z,574,-1,JavaScript,155,0,5,470,0.9894736842105263
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,36205,2012-12-03T19:25:52Z,2026-03-03T06:51:00Z,4837,0,,106,0,119,2267,0.9501257334450964
hankcs/HanLP,https://github.com/hankcs/HanLP,36167,2014-10-09T06:36:16Z,2026-03-03T05:48:39Z,4163,0,Python,79,62,8,1426,0.9944211994421199
slatedocs/slate,https://github.com/slatedocs/slate,36162,2013-09-13T22:15:24Z,2026-02-28T03:57:40Z,4553,3,,298,28,50,559,0.9178981937602627
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,36138,2019-03-27T23:53:37Z,2026-03-03T12:42:07Z,2532,0,,18,0,182,81,0.30798479087452474
lerna/lerna,https://github.com/lerna/lerna,36089,2015-12-04T09:36:55Z,2026-03-02T23:50:49Z,3742,0,TypeScript,1021,249,380,2312,0.8588410104011887
juanfont/headscale,https://github.com/juanfont/headscale,36043,2020-06-21T09:21:05Z,2026-03-03T14:05:02Z,2081,0,Go,1232,132,78,1156,0.9367909238249594
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,36026,2023-11-29T12:17:01Z,2026-03-03T10:11:31Z,825,0,Python,18,0,275,73,0.20977011494252873
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,36018,2020-05-29T05:47:09Z,2026-03-03T02:57:59Z,2104,0,Java,26,0,11,33,0.75
666ghj/BettaFish,https://github.com/666ghj/BettaFish,36013,2024-07-01T13:11:38Z,2026-03-03T14:08:01Z,610,0,Python,103,6,15,374,0.961439588688946
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,35976,2023-05-18T10:08:02Z,2026-03-03T09:03:52Z,1020,0,Python,18,0,146,46,0.23958333333333334
carbon-app/carbon,https://github.com/carbon-app/carbon,35958,2017-06-16T02:50:28Z,2026-03-03T07:19:51Z,3182,0,JavaScript,669,215,62,627,0.9100145137880987
aseprite/aseprite,https://github.com/aseprite/aseprite,35901,2014-08-19T23:44:50Z,2026-03-03T10:41:44Z,4213,0,C++,480,123,1841,2639,0.5890625
opentofu/manifesto,https://github.com/opentofu/manifesto,35890,2023-08-13T16:17:24Z,2026-03-03T11:05:52Z,932,0,HTML,765,0,12,14,0.5384615384615384
servo/servo,https://github.com/servo/servo,35845,2012-02-08T19:07:25Z,2026-03-03T13:44:46Z,5136,0,Rust,23030,5,2882,12328,0.8105193951347798
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,35790,2012-02-04T09:37:46Z,2026-03-03T13:26:34Z,5141,0,C++,4120,0,2452,14818,0.8580196873190504
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,35760,2023-04-07T02:29:19Z,2026-03-03T13:56:17Z,1061,0,TypeScript,541,12,132,337,0.7185501066098081
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,35757,2024-01-11T02:43:17Z,2026-03-03T12:30:47Z,782,0,,289,0,2,154,0.9871794871794872
ShareX/ShareX,https://github.com/ShareX/ShareX,35744,2013-10-08T23:32:10Z,2026-03-03T12:20:13Z,4528,0,C#,774,85,565,6609,0.9212433788681349
koajs/koa,https://github.com/koajs/koa,35736,2013-07-20T18:53:45Z,2026-03-03T03:38:52Z,4608,0,JavaScript,541,16,18,914,0.98068669527897
fastify/fastify,https://github.com/fastify/fastify,35725,2016-09-28T19:10:14Z,2026-03-03T10:31:16Z,3442,0,JavaScript,3261,306,75,2070,0.965034965034965
doocs/leetcode,https://github.com/doocs/leetcode,35712,2018-09-16T14:03:03Z,2026-03-03T12:17:19Z,2725,0,Java,4458,21,0,58,1.0
mattermost/mattermost,https://github.com/mattermost/mattermost,35632,2015-06-15T06:50:02Z,2026-03-03T09:59:55Z,3914,0,TypeScript,20511,934,537,8656,0.941585989339715
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,35618,2015-03-26T19:58:06Z,2026-03-03T07:48:40Z,3994,0,JavaScript,912,0,37,37,0.5
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,35612,2021-01-24T03:18:25Z,2026-03-03T13:03:41Z,1864,0,Java,73,54,3,739,0.9959568733153639
airbnb/lottie-android,https://github.com/airbnb/lottie-android,35588,2016-10-06T22:42:42Z,2026-03-03T10:06:54Z,3434,0,Java,720,63,56,1754,0.969060773480663
jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,35587,2016-11-12T15:44:26Z,2026-03-03T09:53:08Z,3397,0,Markdown,370,32,76,133,0.6363636363636364
junegunn/vim-plug,https://github.com/junegunn/vim-plug,35579,2013-09-10T14:58:51Z,2026-03-03T13:40:43Z,4556,0,Vim Script,179,8,69,972,0.9337175792507204
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,35566,2014-09-21T17:01:48Z,2026-03-03T13:40:57Z,4180,0,Makefile,991,1,3,136,0.9784172661870504
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,35523,2020-03-25T14:08:22Z,2026-03-03T12:39:35Z,2169,0,TypeScript,725,109,45,1794,0.9755301794453507
XTLS/Xray-core,https://github.com/XTLS/Xray-core,35522,2020-11-09T11:23:10Z,2026-03-03T13:00:42Z,1940,0,Go,1205,106,23,2753,0.9917146974063401
umami-software/umami,https://github.com/umami-software/umami,35488,2020-07-17T07:59:00Z,2026-03-03T13:39:03Z,2055,0,TypeScript,868,106,96,1974,0.9536231884057971
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,35487,2013-09-20T11:58:29Z,2026-03-03T09:49:35Z,4547,0,JavaScript,326,108,110,4041,0.9735003613587088
xyflow/xyflow,https://github.com/xyflow/xyflow,35459,2019-07-15T14:47:30Z,2026-03-03T13:20:22Z,2422,0,TypeScript,1468,369,92,2274,0.9611158072696534
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,35414,2018-08-20T19:58:58Z,2026-03-03T14:08:48Z,2751,0,TypeScript,1503,950,806,2713,0.7709576584256891
nativefier/nativefier,https://github.com/nativefier/nativefier,35355,2015-07-05T05:56:42Z,2026-03-03T05:57:40Z,3894,0,TypeScript,261,99,255,982,0.793856103476152
vadimdemedes/ink,https://github.com/vadimdemedes/ink,35318,2017-06-12T06:12:28Z,2026-03-03T14:13:27Z,3186,-1,TypeScript,290,72,16,393,0.960880195599022
solidjs/solid,https://github.com/solidjs/solid,35232,2018-04-24T16:36:27Z,2026-03-03T13:11:51Z,2869,0,TypeScript,395,35,109,1012,0.9027653880463872
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,35212,2013-11-13T17:24:12Z,2026-03-03T14:00:22Z,4492,0,JavaScript,447,18,1,716,0.99860529986053
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,35167,2013-03-24T17:18:38Z,2026-03-03T07:46:35Z,4726,0,Go,592,0,0,0,
hashicorp/vault,https://github.com/hashicorp/vault,35145,2015-02-25T00:15:59Z,2026-03-03T09:57:28Z,4024,0,Go,21322,174,1213,5288,0.8134133210275343
bumptech/glide,https://github.com/bumptech/glide,35032,2013-07-08T22:52:33Z,2026-03-03T02:59:45Z,4620,0,Java,605,54,582,3935,0.8711534204117777
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,34996,2021-01-15T01:57:26Z,2026-03-03T13:39:47Z,1873,0,Rust,1969,33,592,1851,0.7576749897666804
jax-ml/jax,https://github.com/jax-ml/jax,34987,2018-10-25T21:25:02Z,2026-03-03T14:05:10Z,2685,0,Python,17705,134,1683,5191,0.7551643875472797
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,34957,2022-04-16T04:15:18Z,2026-03-03T10:38:00Z,1417,0,,14,0,37,103,0.7357142857142858
pbatard/rufus,https://github.com/pbatard/rufus,34928,2011-11-19T19:12:05Z,2026-03-03T14:02:41Z,5217,0,C,1,88,9,2616,0.9965714285714286
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,34923,2013-10-26T16:09:37Z,2026-03-03T11:22:38Z,4510,0,Shell,116,0,162,458,0.7387096774193549
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,34919,2014-07-01T15:59:02Z,2026-03-03T10:56:05Z,4262,0,,404,0,4,88,0.9565217391304348
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,34913,2021-12-15T23:38:57Z,2026-03-03T14:07:37Z,1538,0,C++,1717,45,76,1106,0.9357021996615905
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,34854,2017-05-23T00:30:20Z,2026-03-03T13:49:05Z,3206,0,TypeScript,1792,348,859,4314,0.8339454861782332
netty/netty,https://github.com/netty/netty,34833,2010-11-09T09:22:21Z,2026-03-03T09:34:59Z,5593,0,Java,5059,0,566,6281,0.9173360595881408
typicode/husky,https://github.com/typicode/husky,34832,2014-06-23T12:14:21Z,2026-03-03T13:55:17Z,4271,0,JavaScript,262,80,79,1031,0.9288288288288288
geekcomputers/Python,https://github.com/geekcomputers/Python,34783,2011-11-30T09:04:08Z,2026-03-03T07:11:45Z,5207,0,Python,2016,0,371,159,0.3
BVLC/caffe,https://github.com/BVLC/caffe,34779,2013-09-12T18:39:48Z,2026-03-03T01:17:49Z,4554,0,C++,1087,14,898,3903,0.8129556342428661
fxsjy/jieba,https://github.com/fxsjy/jieba,34777,2012-09-29T07:52:01Z,2026-03-03T07:10:36Z,4903,0,Python,96,9,642,231,0.2646048109965636
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,34648,2023-03-27T09:59:10Z,2026-03-03T13:41:48Z,1072,0,Python,477,7,680,1314,0.6589769307923772
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,34636,2015-03-28T16:52:40Z,2026-03-03T13:41:02Z,3992,0,JavaScript,98,0,10,20,0.6666666666666666
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,34627,2022-08-03T17:14:53Z,2026-03-03T13:19:47Z,1307,0,Python,0,0,21,404,0.9505882352941176
Textualize/textual,https://github.com/Textualize/textual,34582,2021-04-08T15:24:47Z,2026-03-03T13:25:29Z,1789,0,Python,2282,211,195,2155,0.9170212765957447
laravel/framework,https://github.com/laravel/framework,34550,2013-01-10T21:27:28Z,2026-03-03T13:57:12Z,4799,0,PHP,17548,911,51,19103,0.9973373707841704
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,34548,2021-05-30T14:47:16Z,2026-03-03T13:03:24Z,1737,0,TypeScript,70,0,40,77,0.6581196581196581
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,34496,2021-07-19T03:23:30Z,2026-03-03T13:30:28Z,1688,0,Python,21,10,578,174,0.23138297872340424
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,34426,2016-12-16T19:22:18Z,2026-03-03T08:52:17Z,3363,0,,18,0,0,12,1.0
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34387,2017-06-14T19:50:59Z,2026-03-02T08:08:07Z,3183,1,TypeScript,836,200,706,1562,0.6887125220458554
directus/directus,https://github.com/directus/directus,34349,2012-12-12T01:35:36Z,2026-03-03T14:01:30Z,4829,0,TypeScript,8526,356,355,9380,0.9635336414997432
xitu/gold-miner,https://github.com/xitu/gold-miner,34343,2015-11-04T03:29:13Z,2026-03-03T13:49:07Z,3772,0,,3563,0,11,5591,0.9980364155658693
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34341,2009-05-27T16:29:46Z,2026-03-03T00:32:18Z,6123,0,,218,0,0,6379,1.0
mpv-player/mpv,https://github.com/mpv-player/mpv,34288,2012-10-13T08:08:44Z,2026-03-03T13:28:29Z,4889,0,C,3778,88,975,9866,0.9100636472650124
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,34283,2023-02-12T01:06:52Z,2026-03-03T12:34:13Z,1115,0,TypeScript,2878,78,234,3930,0.9438040345821326
schollz/croc,https://github.com/schollz/croc,34282,2017-10-17T15:20:18Z,2026-03-03T12:45:34Z,3058,0,Go,283,180,2,561,0.9964476021314387
python-poetry/poetry,https://github.com/python-poetry/poetry,34267,2018-02-28T15:23:47Z,2026-03-03T09:54:09Z,2924,0,Python,2425,147,506,5811,0.919898686085167
google/langextract,https://github.com/google/langextract,34248,2025-07-08T20:46:06Z,2026-03-03T14:10:33Z,237,0,Python,78,12,88,92,0.5111111111111111
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,34244,2022-03-16T19:49:13Z,2026-03-03T13:49:46Z,1447,0,C++,2266,106,59,7420,0.9921112448188261
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34244,2023-03-02T09:04:28Z,2026-03-03T08:35:35Z,1097,0,Python,21,0,221,136,0.38095238095238093
nextcloud/server,https://github.com/nextcloud/server,34221,2016-06-02T07:44:14Z,2026-03-03T13:23:34Z,3561,0,PHP,30938,405,2477,18358,0.8811135109191265
gchq/CyberChef,https://github.com/gchq/CyberChef,34205,2016-11-28T10:34:07Z,2026-03-03T14:03:00Z,3382,0,JavaScript,551,451,441,663,0.6005434782608695
pnpm/pnpm,https://github.com/pnpm/pnpm,34190,2016-01-28T07:40:43Z,2026-03-03T09:26:15Z,3687,0,TypeScript,3014,1000,2009,3209,0.6149865848984285
testerSunshine/12306,https://github.com/testerSunshine/12306,34182,2017-05-17T12:23:40Z,2026-03-03T12:49:45Z,3212,0,Python,31,1,224,466,0.6753623188405797
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,34178,2015-09-18T23:04:55Z,2026-03-02T19:25:22Z,3818,0,JavaScript,117,42,11,618,0.9825119236883942
refinedev/refine,https://github.com/refinedev/refine,34167,2021-01-20T12:01:32Z,2026-03-03T14:02:07Z,1868,0,TypeScript,4643,1000,16,1709,0.9907246376811594
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,34147,2019-09-05T21:30:20Z,2026-03-03T08:35:45Z,2370,0,Python,0,10,470,3099,0.8683104511067526
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,34118,2021-03-03T16:30:15Z,2026-03-03T12:05:17Z,1825,0,Jupyter Notebook,449,0,0,134,1.0
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,34105,2017-11-10T06:27:29Z,2026-03-03T14:12:32Z,3035,-1,Java,15,0,100,73,0.42196531791907516
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,34103,2023-10-25T01:50:42Z,2026-03-03T14:13:28Z,860,-1,Java,3,0,4,26,0.8666666666666667
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,34077,2017-07-13T06:12:33Z,2026-03-03T11:52:39Z,3155,0,JavaScript,798,0,21,202,0.905829596412556
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34063,2013-01-14T21:40:56Z,2026-03-03T13:28:08Z,4795,0,Java,3638,114,121,11012,0.9891314111200934
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,34048,2017-08-09T03:37:15Z,2026-03-02T12:51:22Z,3128,1,JavaScript,531,68,572,1047,0.6466954910438543
anoma/anoma,https://github.com/anoma/anoma,34036,2021-02-02T10:00:16Z,2026-03-03T06:57:42Z,1855,0,Elixir,897,12,83,630,0.8835904628330996
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,33998,2023-08-15T20:23:51Z,2026-03-03T14:00:41Z,930,0,Jupyter Notebook,146,0,17,108,0.864
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,33983,2019-01-08T06:01:56Z,2026-03-03T13:09:34Z,2611,0,JavaScript,152,53,164,936,0.850909090909091
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,33957,2019-06-13T19:16:41Z,2026-03-03T14:06:09Z,2454,0,C++,201,64,437,5178,0.9221727515583259
ehang-io/nps,https://github.com/ehang-io/nps,33936,2018-11-04T13:22:51Z,2026-03-03T10:29:20Z,2676,0,Go,74,59,508,697,0.5784232365145229
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,33912,2020-03-05T13:11:40Z,2026-03-03T14:11:42Z,2189,0,Rust,247,37,118,601,0.8358831710709318
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,33904,2022-07-19T15:44:52Z,2026-03-03T14:13:51Z,1322,-1,Go,4700,108,416,5881,0.9339367952993489
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,33900,2016-07-16T10:19:45Z,2026-03-03T12:26:19Z,3517,0,C++,705,0,8,323,0.9758308157099698
zxing/zxing,https://github.com/zxing/zxing,33870,2011-10-12T14:07:27Z,2026-03-03T06:26:09Z,5256,0,Java,345,32,4,1336,0.9970149253731343
GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,33846,2020-12-02T11:10:16Z,2026-03-03T11:00:52Z,1917,0,,130,0,16,70,0.813953488372093
harness/harness,https://github.com/harness/harness,33843,2014-02-07T07:54:44Z,2026-03-03T12:36:03Z,4407,0,Go,1053,55,80,1937,0.9603371343579573
